"vendor","source","source_product_id","title","description","category","brand","sku","price_usd","discount_percentage","rating","stock","availability_status","minimum_order_quantity","tags","weight","dimensions","warranty_information","shipping_information","return_policy","thumbnail_url","image_urls","local_image_paths"
"Super Store Vendor","DummyJSON product catalog sample data","78","Apple MacBook Pro 14 Inch Space Grey","The MacBook Pro 14 Inch in Space Grey is a powerful and sleek laptop, featuring Apple's M1 Pro chip for exceptional performance and a stunning Retina display.","laptops","Apple","LAP-APP-APP-078","1999.99","4.69","3.65","24","In Stock","1","laptops; apple","9","W:20.03 H:9.54 D:14.82","3 year warranty","Ships in 2 weeks","90 days return policy","https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/thumbnail.webp","https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/1.webp; https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/2.webp; https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/3.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","79","Asus Zenbook Pro Dual Screen Laptop","The Asus Zenbook Pro Dual Screen Laptop is a high-performance device with dual screens, providing productivity and versatility for creative professionals.","laptops","Asus","LAP-ASU-ASU-079","1799.99","11.14","3.95","45","In Stock","1","laptops","9","W:16.6 H:11.49 D:10.89","3 year warranty","Ships in 1 month","7 days return policy","https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/thumbnail.webp","https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/1.webp; https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/2.webp; https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/3.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","80","Huawei Matebook X Pro","The Huawei Matebook X Pro is a slim and stylish laptop with a high-resolution touchscreen display, offering a premium experience for users on the go.","laptops","Huawei","LAP-HUA-HUA-080","1399.99","9.38","4.98","75","In Stock","1","laptops","9","W:18.21 H:22.83 D:17.26","No warranty","Ships overnight","60 days return policy","https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/thumbnail.webp","https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/1.webp; https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/2.webp; https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/3.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","81","Lenovo Yoga 920","The Lenovo Yoga 920 is a 2-in-1 convertible laptop with a flexible hinge, allowing you to use it as a laptop or tablet, offering versatility and portability.","laptops","Lenovo","LAP-LEN-LEN-081","1099.99","6.55","2.86","40","In Stock","1","laptops","9","W:20.84 H:22.68 D:17.39","6 months warranty","Ships in 2 weeks","No return policy","https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/thumbnail.webp","https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/1.webp; https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/2.webp; https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/3.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","82","New DELL XPS 13 9300 Laptop","The New DELL XPS 13 9300 Laptop is a compact and powerful device, featuring a virtually borderless InfinityEdge display and high-end performance for various tasks.","laptops","Dell","LAP-DEL-DEL-082","1499.99","11.89","2.67","74","In Stock","1","laptops","2","W:13.76 H:29 D:21.42","2 year warranty","Ships in 2 weeks","60 days return policy","https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/thumbnail.webp","https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/1.webp; https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/2.webp; https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/3.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","83","Blue & Black Check Shirt","The Blue & Black Check Shirt is a stylish and comfortable men's shirt featuring a classic check pattern. Made from high-quality fabric, it's suitable for both casual and semi-formal occasions.","mens-shirts","Fashion Trends","MEN-FAS-BLU-083","29.99","15.35","3.64","38","In Stock","18","clothing; men's shirts","4","W:27.49 H:23.73 D:28.61","3 year warranty","Ships in 3-5 business days","30 days return policy","https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/1.webp; https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/2.webp; https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/3.webp; https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","84","Gigabyte Aorus Men Tshirt","The Gigabyte Aorus Men Tshirt is a cool and casual shirt for gaming enthusiasts. With the Aorus logo and sleek design, it's perfect for expressing your gaming style.","mens-shirts","Gigabyte","MEN-GIG-GIG-084","24.99","0.94","3.18","90","In Stock","16","clothing; men's t-shirts","4","W:22.31 H:26.47 D:13.27","3 year warranty","Ships overnight","30 days return policy","https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/1.webp; https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/2.webp; https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/3.webp; https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","85","Man Plaid Shirt","The Man Plaid Shirt is a timeless and versatile men's shirt with a classic plaid pattern. Its comfortable fit and casual style make it a wardrobe essential for various occasions.","mens-shirts","Classic Wear","MEN-CLA-PLA-085","34.99","19.5","3.46","82","In Stock","13","clothing; men's shirts","3","W:9.34 H:5.97 D:10.85","1 week warranty","Ships in 1-2 business days","7 days return policy","https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/1.webp; https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/2.webp; https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/3.webp; https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","86","Man Short Sleeve Shirt","The Man Short Sleeve Shirt is a breezy and stylish option for warm days. With a comfortable fit and short sleeves, it's perfect for a laid-back yet polished look.","mens-shirts","Casual Comfort","MEN-CAS-SHO-086","19.99","6.83","2.9","2","Low Stock","4","clothing; men's shirts","2","W:5.02 H:16.57 D:9.6","3 year warranty","Ships in 2 weeks","30 days return policy","https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/1.webp; https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/2.webp; https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/3.webp; https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","87","Men Check Shirt","The Men Check Shirt is a classic and versatile shirt featuring a stylish check pattern. Suitable for various occasions, it adds a smart and polished touch to your wardrobe.","mens-shirts","Urban Chic","MEN-URB-CHE-087","27.99","11.38","2.72","95","In Stock","12","clothing; men's shirts","10","W:23.48 H:7.03 D:27.33","No warranty","Ships in 1-2 business days","30 days return policy","https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/1.webp; https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/2.webp; https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/3.webp; https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","88","Nike Air Jordan 1 Red And Black","The Nike Air Jordan 1 in Red and Black is an iconic basketball sneaker known for its stylish design and high-performance features, making it a favorite among sneaker enthusiasts and athletes.","mens-shoes","Nike","MEN-NIK-NIK-088","149.99","4.12","4.77","7","In Stock","1","footwear; athletic shoes","3","W:17.44 H:9.52 D:27","1 year warranty","Ships in 1 week","No return policy","https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/1.webp; https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/2.webp; https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/3.webp; https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","89","Nike Baseball Cleats","Nike Baseball Cleats are designed for maximum traction and performance on the baseball field. They provide stability and support for players during games and practices.","mens-shoes","Nike","MEN-NIK-NIK-089","79.99","18.04","3.88","12","In Stock","3","footwear; sports cleats","9","W:11.75 H:26.65 D:19.6","6 months warranty","Ships in 2 weeks","No return policy","https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/1.webp; https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/2.webp; https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/3.webp; https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","90","Puma Future Rider Trainers","The Puma Future Rider Trainers offer a blend of retro style and modern comfort. Perfect for casual wear, these trainers provide a fashionable and comfortable option for everyday use.","mens-shoes","Puma","MEN-PUM-PUM-090","89.99","4.2","4.9","90","In Stock","10","footwear; casual shoes","6","W:17.45 H:15.58 D:23.13","5 year warranty","Ships in 1-2 business days","90 days return policy","https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/1.webp; https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/2.webp; https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/3.webp; https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","91","Sports Sneakers Off White & Red","The Sports Sneakers in Off White and Red combine style and functionality, making them a fashionable choice for sports enthusiasts. The red and off-white color combination adds a bold and energetic touch.","mens-shoes","Off White","MEN-OFF-SPO-091","119.99","4.97","4.77","17","In Stock","5","footwear; athletic shoes","7","W:14.37 H:23.44 D:12.84","1 week warranty","Ships in 3-5 business days","30 days return policy","https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/1.webp; https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/2.webp; https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/3.webp; https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","92","Sports Sneakers Off White Red","Another variant of the Sports Sneakers in Off White Red, featuring a unique design. These sneakers offer style and comfort for casual occasions.","mens-shoes","Off White","MEN-OFF-SPO-092","109.99","0.04","4.69","62","In Stock","3","footwear; casual shoes","9","W:21.43 H:9.86 D:28.5","3 months warranty","Ships overnight","60 days return policy","https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/1.webp; https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/2.webp; https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/3.webp; https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","93","Brown Leather Belt Watch","The Brown Leather Belt Watch is a stylish timepiece with a classic design. Featuring a genuine leather strap and a sleek dial, it adds a touch of sophistication to your look.","mens-watches","Fashion Timepieces","MEN-FAS-BRO-093","89.99","5.99","4.19","32","In Stock","7","watches; leather watches","10","W:16.65 H:6.15 D:20.18","1 year warranty","Ships in 1 month","30 days return policy","https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/1.webp; https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/2.webp; https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/3.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","94","Longines Master Collection","The Longines Master Collection is an elegant and refined watch known for its precision and craftsmanship. With a timeless design, it's a symbol of luxury and sophistication.","mens-watches","Longines","MEN-LON-LON-094","1499.99","17.24","3.87","100","In Stock","1","watches; luxury watches","4","W:15.39 H:10.06 D:20.32","1 week warranty","Ships in 1-2 business days","7 days return policy","https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/1.webp; https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/2.webp; https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/3.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","95","Rolex Cellini Date Black Dial","The Rolex Cellini Date with Black Dial is a classic and prestigious watch. With a black dial and date complication, it exudes sophistication and is a symbol of Rolex's heritage.","mens-watches","Rolex","MEN-ROL-ROL-095","8999.99","8.88","4.97","40","In Stock","1","watches; luxury watches","2","W:13.46 H:26.1 D:17.9","3 months warranty","Ships in 1 week","90 days return policy","https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/1.webp; https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/2.webp; https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/3.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","96","Rolex Cellini Moonphase","The Rolex Cellini Moonphase is a masterpiece of horology, featuring a moon phase complication and exquisite design. It reflects Rolex's commitment to precision and elegance.","mens-watches","Rolex","MEN-ROL-ROL-096","12999.99","17.52","2.58","36","In Stock","1","watches; luxury watches","2","W:26.06 H:25.19 D:13.17","6 months warranty","Ships overnight","7 days return policy","https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/1.webp; https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/2.webp; https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/3.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","97","Rolex Datejust","The Rolex Datejust is an iconic and versatile timepiece with a date window. Known for its timeless design and reliability, it's a symbol of Rolex's watchmaking excellence.","mens-watches","Rolex","MEN-ROL-ROL-097","10999.99","3.73","3.66","86","In Stock","1","watches; luxury watches","4","W:23.11 H:19.97 D:27.04","2 year warranty","Ships in 1 month","7 days return policy","https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/1.webp; https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/2.webp; https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/3.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","98","Rolex Submariner Watch","The Rolex Submariner is a legendary dive watch with a rich history. Known for its durability and water resistance, it's a symbol of adventure and exploration.","mens-watches","Rolex","MEN-ROL-ROL-098","13999.99","5.05","2.69","55","In Stock","1","watches; luxury watches","4","W:17.69 H:12.48 D:8.75","5 year warranty","Ships in 1 month","90 days return policy","https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/thumbnail.webp","https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/1.webp; https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/2.webp; https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/3.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","99","Amazon Echo Plus","The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.","mobile-accessories","Amazon","MOB-AMA-AMA-099","99.99","12.07","4.99","61","In Stock","9","electronics; smart speakers","5","W:12.68 H:15.24 D:27.46","6 months warranty","Ships in 1 week","7 days return policy","https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/thumbnail.webp","https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/1.webp; https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/2.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","100","Apple Airpods","The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening.","mobile-accessories","Apple","MOB-APP-APP-100","129.99","15.54","4.15","67","In Stock","4","electronics; wireless earphones","4","W:25.79 H:18.38 D:11.53","3 year warranty","Ships in 3-5 business days","No return policy","https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp","https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/1.webp; https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/2.webp; https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/3.webp",""
